Sarcastic	یہ منہ توڑنے کا فن تو ہم کو اتا نہیں 🙄🙄 توڑتے توڑتے آپ کی طرح تجربہ آہی جائے گا 💪💪 👺👺 broken_poetry
Sarcastic	یہ کیسا شیر🐕 تھا؟ 👇 ایک دن بھونک کر اگلے دن بکری🐐 بن گیا 😂🤣😀😁
Sarcastic	بلاول گلگت کو نکل گئے فضل الرحمان خاموشی اختیار کیے ہوئے ہیں کوئیٹہ جلسے میں ن لیگ کے ساتھ جمائی راجہ صفدر جیسی ہونے والی ہے 😂😂😂
Sarcastic	ملکہ برطانیہ سے درخواست کہ `` کوہ نور `` بے شک واپس نہ کرو😎 مگر وہ '' سُور '' ضرور واپس کر دو جو مادر وطن پاکستان کی ساری فصلیں اجاڑ گیا ہے🤓
Non-Sarcastic	یہ سب کوئٹہ جلسے کے لئے آ رہے ہے۔ 😁😀😂
Non-Sarcastic	محبت کا جذبہ صلہ مانگتا ہی نہیں ہے جو مانگے وہ محبت کو جانتا ہی نہیں ہے💕
Non-Sarcastic	اس کار خیر میں ان درد مندوں کے لیے کیا عطا کیا جائے 😂😂😂
Non-Sarcastic	اس شخص کو جدا ہونے کے بھی ڈھنگ نہیں آتے بچھڑ کے مجھ سے، میرے رابطوں میں رہتا ہے..،🔥🔥
Sarcastic	پیٹ میں لُقمے پُورے ہوں تو چہرہ بھی تھوڑے دِن میں نُورانی ہو جاتا ہے 🍂 اردو_زبان
Sarcastic	عورت میں اور کوئی کیڑا ہو نا ہو لیکن اپنے خاوند پر شک کا کیڑا لازمی ہوتا 😂 کیڑا
Sarcastic	سوشل میڈیا پر جن لڑکیوں کو انگلش مارنے والا کیڑا تنگ کرتا وہ بھی شادی پر کہہ رہی ہوتی 👇👇 امی وڈی بوٹی پائیں وڈی بوٹی😂…
Sarcastic	یوتھیوں کے دماغ میں نا جانے کونسا کیڑا جو انہیں کہتا ہے تبدیلی ہلے ہور آئے گی بس ساتھ نا چھڈنا 😂
Non-Sarcastic	حلوہ ہمارا بریانی ہماری ✨ لائٹیں ہماری جلتی تمھاری 👈 جلنے والوں کو اور جلائینگے مرتے دم تک عید میلاد النبی ﷺ منائینگے…
Non-Sarcastic	😂😂😂😂داماد بھی اچھا ہے اور میں بھی😝😝
Non-Sarcastic	کبھی مل تو تجھ کو بتائیں ہم۔ تجھے اس طرح سے ستائیں ہم۔ تیرا عشق تجھ سے چھین کہ۔ تجھے مے پلا کے رلائیں ہم۔ تجھے درد دوں تو نہ سہہ سکے۔ تجھے دوں زباں تو نہ کہہ سکے۔ تجھے دوں مکاں تو نہ رہ سکے۔ تجھے مشکلوں میں گھرا کے میں۔ کوئی ایسا رستہ نکال دوں۔ '' MoEiD_kHàÑ👑
Non-Sarcastic	ولید بھائی محنت کیجیئے منہ منگ کہ فولو بیک نہیں لتا جاندا ایک وقت تھا میں سوچتا تھا فلاں بندہ کب مجھے فولو کرے گا آر ٹی کرے گا مگر اج حالات اپ کے سامنے ۔۔افشاں بہن دی مرضی دی ساڈی قسمت😂
Sarcastic	عظمیٰ بخاری کا جو بخار آج الیونتھ ہاور وسیم بادامی کے پروگرام میں حلیم عادل شیخ نے اتارا وہ دیکھنے کے قابل ھے۔😄😜
Sarcastic	بھانجا ہے یا خلائی مخلوق 😂😂 11thHour
Sarcastic	لالہ چپ ای رہوے تے ساڈی دھوتی سلامت رہوے گی 😂
Sarcastic	پچھلے مہینے مجھے افغنستان میں تعینتات میجر کے میسج آئے تھے جیسے ایک اپریشن کے دوران کروڑوں ڈالر ملے ملے ھے 😁
Non-Sarcastic	سیکنڈ کار مرضی کی ہو گی وہ تو فرسٹ کا ایشو ہے بس 🤧🤧😭😭
Non-Sarcastic	ماشااللّہ ✅
Non-Sarcastic	جس انسان میں کوئی ذاتی خوبی نہ ہو وہ اپنے لباس سے لے کر مکان تک ہر چیز کی تعریف چاہئے گا 💫 💯🍃
Non-Sarcastic	ایک اور چیز بھی ھے 😂😂😂 چلیں چھوڑیں
Sarcastic	😑😑😑 سلائی کے لیے کپڑے دینے نہیں آئے آپ لوگ جھوٹے پٹواریوں pti والے ہی اچھے ہیں آپ لوگوں سے تو 😡
Sarcastic	مطلب نوٹ وکھاواں فیر تیرا موڈ بنے۔۔😂
Sarcastic	باقی اینا پٹواریاں نو لگے ریہن دیو خوش رہندے نے 😜
Sarcastic	ایک بات تو ھم بھی جانتے ہیں انڈے کا کلو کراچی میں سستا ھو چکا ھے😃😄😀😀
Non-Sarcastic	یقین کرنا سیکھ جھلیا شک تاں ساری دنیا کر دی اے😴
Non-Sarcastic	🌺الْحَیُّ🌺 ہمیشہ ہمیشہ زندہ رہنے والا، جسے کبھی فنا اور زوال نہیں جب کہ اسکے علاوہ ہر چیز فنا ہو جائے گی۔ ادب_کا_سفر
Non-Sarcastic	اور کیا کروں جاگنا ہی ہے😥فکر ای نہیں 😒
Non-Sarcastic	وہ میری ہر دعا تھا پر وہ نصیب تھا کسی اور کا 🔥
Sarcastic	نواز شریف اس وقت ٹھیک ہوں گے جب ان کو کہا جائے گا کہ آو تم وزیراعظم ہو ملک کے 😍 میر صاحب اپ جتنا بھی پالشی بنیں
Sarcastic	مریم کے 80 فالورز تو فیک ہیں پھر فیکرز کو دکھایا کیا ؟ 😍😝
Sarcastic	اسٹیبلیشمنٹ کی طاقت کا اندازہ لگائیں کہ آدھی رات کو آئی جی اغواء کرکے ہوٹل کے کمرے کا دروازہ توڑ کر صفدر کو گرفتار کروا دیا۔۔۔ اسٹیبلیشمنٹ کی کمزوری اور بے بسی کا اندازہ لگا لیں کہ ایک جج سے ضمانت نہ رکوا سکی۔۔۔ فہر کیہندے بوٹاں گالاں کڈدا۔۔۔😁👊👊
Sarcastic	اگر 25 سال کی عمر تک آپکا کوئی جانو نہیں تو سمجھ لیں آپ صرف مردم شماری کے لیے ھی پیدا ھوے ھیں 😂 میری طرح😂💃💃💃🧚
Non-Sarcastic	بوڑھیوں کی لڑائی میں بوڑھے سہمے سہمے لگتے ہیں۔😂😂😂
Non-Sarcastic	امام عشق و محبت سیدی اعلی حضرت رحمت اللہ علیہ کا 🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻 نعت گوئی نظمی نے سیکھی حسان الہند سے…
Non-Sarcastic	😍😍😍ہائے 👌👌👌میں بھی پہنی ہوئی😜😋😋
Non-Sarcastic	پیارا ہے سوہنا ہے مدینہ میرا😍
Sarcastic	اپنی زندگی کے ٹوٹل دنوں میں سے 6205 دن سفر میں ہی گزار دئیے 😐😐😞
Sarcastic	آپ تو کافی مصروف ہو گئے میں تو خفا ہونے کا سوچ رہا تھا 😂😂
Sarcastic	یہ تو ہنسی مذاق والی سیاست ہے 😁
Sarcastic	سیریس بات پہ بھی مذاق کرنے والا کیڑا صرف پاکستانیوں میں ہی ہے کیا😂😜
Non-Sarcastic	🌺الْقَیُّوْمُ🌺 کائنات کو قائم رکھنے اور سنبھالنے والا، جو پوری کائنات کا محافظ اور نگران ہے۔ ادب_کا_سفر
Non-Sarcastic	❣️إِنَّ اللهَ وَ مَلائِکَتَهُ یُصَلُّونَ عَلَى النَّبِیِّ یا أَیُّهَا الَّذینَ آمَنُوا صَلُّوا عَلَیْهِ وَ سَلِّمُوا تَسْلیما❤️ 💚صَلَّی اللہُ تَعَالٰی عَلَیْہِ وَاٰلِہٖ وَسَلَّم 💚
Non-Sarcastic	مثلِ للکارِ تکبیـــــر هم غلامانِ محمد ﷺ ٹکرا جائیں عدو کی غلیظ چٹانوں ســـے رهـــــے گا یہ ذوقِ ایماں اپنا 🇵🇰 تو پهر فتح کیوں نہ ممکن هو❤️💯✌ نَصْـــرٌ مِنََ اللَّهِ وَفتْحٌ قَرِيب✌️🇵🇰💪☠️⚔️💀
Non-Sarcastic	میں نےنواز شریف سے پوچھا جب قادری اور نیازی کے بلوائی آپ کے گیٹ تک پہنچے تو آپ کو کیا لگ رہا تھا؟ تو نواز شریف نے کہا میں نے بچے اپنے لاہور بھج دیے تھے اور میں پرائم منسٹر ہاوس میں تنہا بیٹھا ﺍُﻥ کا انتظار کررہا تھا یہ ہے ہمارا شیر❤️
Sarcastic	ابھی کل ھی کی بات ھے کہ اک گیٹ نمبر 4 کا چپڑاسی اورپنڈی کا مصلی کہتا تھا نانی اور بلاول بچے ھیں🙎‍♀ نانی نے پڑنانی یاد کروادی او…
Sarcastic	آپکے کتنے فیک اکاؤنٹس ہیں؟ 🤭😜🥳🙄
Sarcastic	آج کل نون لیگ والوں کے دل ودماغ پر سوار ہے لفظ `` نانی '' 😂
Sarcastic	ووٹ کو عزت دلوانے کے چار طریقے فیورٹ ری ٹوئیٹ چاپلوسی اور ٹرانسلیشن 🚶‍♂️
Non-Sarcastic	واہ👌
Non-Sarcastic	ھاں جی 😂😂😂
Non-Sarcastic	پھر وہ روبانگہ کہلائیں گے 😂
Non-Sarcastic	🌺الوَاجدُ🌺 ہر چیز کو پانے والا، جسے ہر چیز کے بارے میں معلومات ہیں اور ہر چیز اس کے سامنے بالکل واضح ہے۔ ادب_کا_سفر
Sarcastic	کہا گیا ھے آپ کی حکومت ختم ہوجائے گی ہم نے بھی کہہ دیا ھے مہمان کی عزت ہماری عزت وزیر اعلٰی سندھ سید مُراد علی شاہ 👌👍
Sarcastic	میرے دیس کا بسکٹ گالا ۔۔۔مجھے کیوں نکالا۔🤔😂
Sarcastic	آج مجھ سے ایک بچے نے پوچھا '' سر جی یہ شاہزیب خانزادہ اچھا اینکر ہے یا حامد میر جیسا ہی ہے ؟ '' 🤭🙉 اب کیا کریں `` بچے تو غیر سیاسی ہوتے ہیں🏌️ ''
Sarcastic	صحیح چ بنایا ہے مراد علی شاہ نے بےوقوف صحافیوں کو 👏👏👏👏
Non-Sarcastic	تو آپ کی بہنے کیا کرتی ہیں 😂
Non-Sarcastic	ڈر کس بات کا آپ کونسے بندے کھاتی ہیں 😕
Non-Sarcastic	شکریہ ❤🔥
Non-Sarcastic	🌷بہترین دوست کون ہے🌷 امام عسكرى عليه السلام فرماتے ہیں خَيرُ إخوانِكَ مَن نَسِىَ ذَنبَكَ و ذَكَرَ إحسانَكَ إلَيهِ۔ تمہارا بہترین دوست وہ ہے جو تمہاری خطاؤں کو بھول جائے اور تمہارے احسانوں کو یاد رکھے۔ 📚 الانوار، ج 78 ، ص 379
Sarcastic	اور جب آپ کی چ پورے انڈیا نے ماری؟ اس کےپیسے اوکاڑہ سے مل گئے تھے یا انہوں بھی چ ہی ماری 🤣😂
Sarcastic	لیٹ کے تحقیق کرنی ہے کمیٹی نے جو تیس دن رکھے گئے ہیں ۔ 😂
Sarcastic	رینجرز والے والے رؤف کلاسرا کے دس لاکھ ریکور کروانے آئے ہیں جو تم نے دینے ہیں 🤣😅
Sarcastic	پاکستان کے وزیر اعظم تو باجوہ صاحب ہے نیازی تو صرف پاگل یوتھیوں کا نائب وزیر اعظم ہے😁😒
Non-Sarcastic	چاہے تور دے اسے چاہے جوڑ دے اسے چاہے چھور دے اسے ... یہ رہا دل یہ رہا میرا دل❤
Non-Sarcastic	سرد موسم سے کون ڈرتا ھے* *سرد لہجوں سے جان جاتی ھے*💔🥀
Non-Sarcastic	دکھ دے کر مجھے تو اپنا رکھ سکھ دے کر دنیا دار نا کر 🍂 اردو_زبان
Non-Sarcastic	A_PG سب ریٹوئٹ کریں 🅰️ 🅰️
Sarcastic	ساری زندگی عورت کو بدنام کرنے والے کا جب مقابلہ مرد سے ہوا تو ملک سے بھاگ نکلا اور عورت کو آگے کر دیا 🙈 آپ سمجھ تو گئے ہون…
Sarcastic	ٹائیگر تو انڈیا کا ہے، جو اکیلے پچاس پچاس ٹپکا دیتا ہے، ہماری پوری ٹائیگر فورس تو ابھی آٹا مافیا کو نہی ڈھونڈ پائ۔۔😔
Sarcastic	ہاہاہاہاہاہا چھا گئے او صوفی صاب فیر تے گالیاں وی بندا بول کے دے سکدا 😝
Sarcastic	پاک آرمی کلبوشن میں نیو سافٹ وئیر اپڈیٹ کرتے ہوئے ہیو ورجن ہے بھائی 😜😜😜😜
Non-Sarcastic	🌺الْمَاجدُ🌺 بزرگی اور بڑائی والا، بڑے شرف والا، وہ عزت اور شرف کا مالک اور معزز ہے۔ ادب_کا_سفر
Non-Sarcastic	واہ واہ ۔۔👏
Non-Sarcastic	بریکنگ نیوز آئی جی سندھ کا مبینہ اغوا، ن لیگ نے وفاق کیخلاف مقدمے کی درخواست دے دی ✊👍👊
Non-Sarcastic	جزاک اللہ خیرا کثیرا🌹
Sarcastic	آرمی چیف کے خلاف مہم کرنے والی ن۔لیگ نے آرمی چیف سے مریم صفدر کے کمرے پر دھاوا بولنے پر تحقیقات کی درخواست 😂 Dfuck PMLN Politics بوٹ_کو_عزت_دو
Sarcastic	میں کبھی کسی کو bully نہی کرتا میں تو حقیقت سامنے رکھتا ہوں اور کوئ ٹویٹ جس میں بلا وجہ کسی کو گالی دی ہو یا جھوٹا الزام لگایا ہو دکھا دیں، اب آپ کے کسی ٹویٹ پر ری ٹویٹ نہیں ہوتا 😂
Sarcastic	جنازہ تو اس کی شرم کا ، روز نکلتا ، یہ بے شرم محسوس بھی کرے 😕
Sarcastic	کیمپوٹر موبائل انسان کا ٹائم بچانے کے لئے ایجاد ہوئے تھے۔۔۔۔پر اب اس سے کچھ ٹائم بچے تو کہیں اور صرف ہو۔۔😂
Non-Sarcastic	تو صرف شہر میں انٹر ہی ہوکر ہی دیکھا دے جا میں شہر میں بھی مجود نہیں فلحال اس کے باوجود تو شہر میں صرف انٹر ہو کر ہی دیکھا 😂 ڈی ایم نئی یہاں سب کے سامنے بات ہوگی توں جانتی نہیں مجھے ابھی ایک باپ کی ہے تو آجا تیرا انظار کر رہا ہوں کسی بھی نوکر پہ کھڑی ہو کر بتا دے بس آجا
Non-Sarcastic	یا سیدی یا مولائی یا موسیٰ ابن جعفرؑ باب الحوائج ادریكنی ادریكنی بدھ بارگاہ ❤❤🙏
Non-Sarcastic	کمرہ تو میں کر لیتا ہوں تو باجی لے کر پہنچ 😘
Non-Sarcastic	جیکو بہ سندھ لاء بیھندو اسان انھن سان بیھنداسین انھن لسان وک وک تی گڈ ھونداسین۔ سندھ سلامت ساتھ سلامت ✌️❤️ WelldoneShaheryarShar
Sarcastic	منٹو خود ایک نامرد تھا جو مردوں کے خلاف لکھتا تھا۔ 😂😁
Sarcastic	کیا خان کو اب ہم ” نیو خان “ کہہ سکتے ہیں؟؟؟؟ 😜😜😜
Sarcastic	ہم نے خاک ترقی کرنی ہے، ہمارا کوا ابھی تک پیاسا ہے، کتا لالچی ہے، اتفاق میں برکت ابھی تک نہیں ہوئی 😏😋😂😂😂😂😂 اور ابھی…
Sarcastic	8سے 10 گھنٹے جب تک پٹواری اور بھوٹواری کی کتے والی نہ کر دو سکون نہیں عطا 😀
Non-Sarcastic	سو جو نی تے چڑیل آ جو گی۔😂😂😂🏃‍♂️🏃‍♂️🏃‍♂️
Non-Sarcastic	زہر اب زہر ہے کرتا نہیں کارِ تریاق مر گئے زہر کو تریاق بنانے والے 🍂 اردو_زبان
Non-Sarcastic	چاچا رشید نے گوگل سے اٹھائی ہے یہ تصویر 😀
Non-Sarcastic	وہ کرے بات تو ہر لفظ سے خوشبو آئے ایسی بولی وہی بولے جسے اُردُو آئے ❤❤❤
Sarcastic	اظہر جاوید یہ بھی پکا پٹواری رپورٹر ہےبات ایسے کرتاہےجیسےPMLN کا سپوکسپرسن ہو😕😕😕😕😕😕😕😕
Sarcastic	تم کہاں صحیح تھے یہ کوئی نہیں یاد رکھتا۔۔۔ مگر تم کہاں غلط تھے یہ کوئی نہیں بھولتا۔۔🍂 🌱🌾
Sarcastic	کتوں کی آپس میں جتنی بھی دشمنی ہو کسی انسان کے آنے پر سب ایک ہو جاتے ہیں 😍
Sarcastic	دنیا میں سارے سیاستدان اپنی فوج کے سات چلتے ہیں اور ہمارے سیاستدان فوج پے بھونکتے ہیں 😡😡
Non-Sarcastic	تنظیم سازی کے بعد 😂
Non-Sarcastic	الہی امین۔❤ شکریہ میم۔۔
Non-Sarcastic	آپ کیا کروں بتا دیا تو بھی غلط نا بتاؤں تو بھی 😭😭
Non-Sarcastic	اگر آپ اندازہ لگانا چاہتے ہیں کہ آپ کتنے امیر ہیں🤷‍♂️ تو اپنے پاس وہ چیز ڈهونڈیں جو پیسوں 💴 سے نہیں خریدی جاسکتی🤷‍♂️💫🥀🦋
Sarcastic	اگرعلامہ اقبال کوپتہ ہوتاکہ پاکستان کو اس طرح بے رحمی سے لوٹا جاۓ گاتووہ پاکستان کاخواب دیکھنےوالی رات جاگ کرگزارتے😂😂
Sarcastic	تے ہور کی کرٸیے جس طرح دا ٹویٹ دے اس طرح دا ای کمنٹ کرنا ہندا۔😂😂
Sarcastic	سندھ پولیس نے چھٹیوں پر جانے کی درخواستیں دیں تو چوروں ڈاکوؤں نے کہا ہو گا۔ مروانا ہے ہم سب کو تم جاو گے تو رینجر آ جائے گی۔ پھر دمادم مست قلندر ہو گا۔😄😄
Sarcastic	ایک ظلم یہ بھی ہے کہ کراچی میں بقول انڈین میڈیا کہ سول وار شروع ہو چکی اور مجھے کسی نے بتایا ہی نہیں جبکہ امی تو آج گلشن اقبال بھی گئیں تھیں😭😭😭
Non-Sarcastic	🟣 تہذیب کیا ہے؟ 🟣 امام حسن عسکری السلام فرماتے ہیں کَفاکَ ادبا تَجنُّبُکَ ما تَکرهُ مِن غَیرکَ 👈 ادب و تہذیب کے لئے یہی کافی ہے کہ جو دوسروں کے لئے پسند نہیں کرتے خود بھی اس سے دوری کرو۔ 📚 مسند الامام العسکری، ص288
Non-Sarcastic	وہ بھی تو گرم ہیں 😉😅
Non-Sarcastic	الله دا نا جے بھائی جی سانوں سونڑ لین دیوں جہڑے غلط کم کر رے نے او لوگ بھگتن گے 🙏
Non-Sarcastic	لعنت ہو 300 پہ 😂
Sarcastic	میں نے سنا ہے کسی وقت میں نجم سیٹھی نے کہا تھا کے ہم انڈیا کے ٹینکوں پے آئیں گے اور پھر وہ بھی کچھ سالوں بعد سی ایم پنجاب لگ گیا تھا؟😂
Sarcastic	کورونا وائرس کیوجہ سے ٹائیگر فورس کی سونگھنے کی حِس متاثر ہوچکی ہے جسکی وجہ سےمہنگائی کی وجوہات معلوم کرنے میں تاحال ناکامی کا سامنا ہے😀
Sarcastic	افتخار احمد کو وہی بیماری ھے جو آپکو ھے، سلیم صافی اور عاصمہ شیرازی کو ھے مکھی کی آنکھ ھزار باریک عدسوں سے بنی ھوتی ھے لیکن ھمیشہ غلیظ ترین جگہ جا بیٹھتی ھے یہی حال تم لوگوں کا ھے- عام آدمی کا حال اچھا نہیں کیونکہ پاکستان کا حال اچھا نہیں ، کیوں اچھا نہیں ؟ تم خوب جانتے ھو😉
Sarcastic	بھائی صاحب یہ عثمان مولوی مبشر ہے پتا نہیں کس بندے کی تصویر لگا رکھی ہے ۔یہ۔مولوی مبشر کبھی ام کبھی بنت ۔کبھی اس شکل میں بھی ملے گا آپ کو اس لئے سیرس نا لیں 😂😂😂 صرف انکی بونگیاں انجوائے کریں
Non-Sarcastic	صَلَّی اللہُ علیٰ حَبِیْبِهِ مُحّمدٍ وَالِه وَبَارِك وَسَلّم 💚💚💚💚💚
Non-Sarcastic	یہ اور دونوں ایک جیسی ہیں دونوں نے مجھے ٹویٹر پہ لڑاکا فسادن پھپھے کٹنی مشہور کیا ہوا 😟😭
Non-Sarcastic	ویر زندگی گزر چلی ہاتھوں سے کھاتے ہوئے اب تو خواہش ہے کہ کوئی کہے سنیں جی میں آپکو کھانا کھلاؤ گی اپنے ہاتھوں سے😜😂😜😂😜😂 چھوٹی سی خواہش
Non-Sarcastic	🌺الوَاحدُ🌺 بے مثال ،اکیلا،جو اپنی ذات و صفات میں یکتاہے جس کا ذات، صفات، عبادات میں کوئی شریک نہیں۔ ادب_کا_سفر
Sarcastic	مسلم لیگ ن کی شیر جوان فورس تیار ہو رہی ہے یوتھی فورس تیاری پھڑو ہن 😁
Sarcastic	پٹواریوں جیالوں فسادیوں کی مادرِکرپشن سب مچھلیاں کھا گئ اسی تو انکے بچے سانڈ خنزیر گینڈے جیسے ہیں😎
Sarcastic	ویسے جتنا آپ گرم ہوتے ہو نواز شریف کی بے عزتی پر ایسے ہی آپ کی بہنیں بھی گرم ہوتیں ہوں گی وہ بھی کہتی ہوں گی او چودھری میں تنو پھودی مارنی آ سدی تیرے لن تے اگر توں ہن نواز شریف دے خلاف گل کیتی سئی دسیں 😂
Sarcastic	ان پٹواریوں کو پتہ نہیں کہ ان کی نانی ماں کے منہ پر تین کلو پلاسٹک لگا ہوا ہے 😂😜
Non-Sarcastic	TPG گڈ نائٹ ایکٹو لسٹ ❤️
Non-Sarcastic	ہماری صبح زندہ ہماری شام زندہ ہے ہمارے دل کی تختی پر نبی کا نام زندہ ہے صلی اللہ علیہ وآلہ وسلم 💖 میلاد_مصطفی_عید_عا…
Non-Sarcastic	مبارک ہو فسادن مصیبت کندنی 😏 4000 فالورز پورے ہو گئے 😟😍
Non-Sarcastic	وہ مستقبل جس کے لئے آپ پریشان ہوتے ہو ، ہو سکتا ہے اس میں آپ ہوں ہی نہیں🙂🔥🔥 ماہا_علی
Sarcastic	یوتھیے ٹویٹر پہ نیازی کا دفاع کرتے ہیں جبکہ گھر میں اور PDM میں نیازی کے خلاف نعرے لگا کر دل کی بھڑاس نکالتے رہتے ہیں👏
Sarcastic	اتنا لاپرواہ اور کم چور ہوگیا ہوں کہ 14 ماہ ہوگئے موبائل لئے لیکن ابھی تک رنگ ٹون نہیں بدلنے کا۔ ٹائم ہی نہیں ملا۔ پہلے دن سے وہی کلموہی اوپو کی اوریجنل رنگ ٹون لگی ہوئی جسے اگر اچانک بچے سن لیں تو سوسو کرنا بند کردیں۔۔۔😏
Sarcastic	شکر کرو انہوں نے آنسو گیس کی جگہ معدے کی گیس کا استمعال نہیں کر دیا 😷😜
Sarcastic	پہلے اچھی طرح پڑھو، انگریزی میں سمجھوں یا پھر گوگل سے مدد لو یاد ہے نہ سپریم کورٹ کے پہلے فیصلے پر مٹھائی بانٹ کر جو شرمندگی اٹھانی پڑی تھی 😛🙄🤐 ،
Non-Sarcastic	موٹر وے پولیس 😜😜
Non-Sarcastic	ہاں میرا مولا علی ص🌺
Non-Sarcastic	من بہ هــــــیچ غذایے نمیتونم نہ بگمـ😢
Non-Sarcastic	مجھے چھٹی ہی چھٹی ہے۔😂😂😂
Sarcastic	👌🏻👌🏻👌🏻 یہی تو سب سے بڑا ثبوت ہے ان کے 'حرا 'می اور غدار ہونے کا
Sarcastic	نیلا پیلا لال ہرا جزنلزم 😅
Sarcastic	پتہ ہے بنگلادیش ہم سے آگے کیوں نکل گیا۔؟ کیوں کہ وہاں نا بُھٹو زندہ ہے نا کسی کُتے کے بچے کو شیر سمجھا جاتا ہے 😁
Sarcastic	کیانی صاحب کون سے خان صاحب سے پوچھ رہے وہ چنگیز خان والے قبلای خان سے 😀😀😀😀
Non-Sarcastic	جھوٹ کے پاٶں کہاں ھوتے ہیں ۔😆😆😆
Non-Sarcastic	ذرا سا غور کیا ہے جو لفظ لعنت پر عجیب بات ہے نقطے بھی اس میں تین ملے 😋😋 bulb 💡 Lannat
Non-Sarcastic	ہاں سست ہوں میں اور مجھے فخر ھے اس ہنر پر 😁
Non-Sarcastic	بہت بہت شکريہ جناب😊❤
Sarcastic	کسی نے اتفاق اور بھائی چارہ دیکھنا ہے تو چوروں اور ڈاکوؤں کو دیکھ لو ایسے اکھٹے ہوے ہے جیسے ایک باپ کی اولاد ہیں 😉
Sarcastic	آدھا کلو کے دو آنڈے کلو میں چار انڈے😅😁😂
Sarcastic	بھارت میں نواز شریف کی مقبولیت میں اضافہ وہاں یہ الیکشن لڑیں تو بلامقابلہ وزیراعظم اور مولانا ڈیزل صدر منتخب ہوجائیں گے ۔ 😂😂😂…
Sarcastic	سرکاری ملازم نہیں اور نہ ہی صحافی ہوں کہ خبر پڑھ کے تصدیق کرنا شروع کر دوں جو میری ذمہ داری ہی میں اسکو اچھے طریقے سے نبھا رہا ہوں۔😉
Non-Sarcastic	😂😂😂 صحیح ھے
Non-Sarcastic	سردی آنے سے 15 دن پہلے اپنی ناک رجسٹر کروا لیں ورنہ بند ہو سکتی ہے😪😂😁😂😂😝
Non-Sarcastic	شُکر اے گل کھانے تک آ گئی میں تے کچھ ہور ہی پوچھن لگا سی 😂😂😂
Non-Sarcastic	اللہ سوہنا آباد رکھے آپ سب کو اسی طرح ہنستے مُسکراتے رہے صدا اللهم امين يارب العرش العظيم 🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️
Sarcastic	ایسا بھی ترا تیر نشانے پہ نہیں تھا بس خود کو بچایا ہی نہیں وار سے میں نے 🍂 اردو_زبان
Sarcastic	بجا فرمایا، ایک تو لا علم اور اوپر سے لیڈران کی طرح ہٹ دھرم پر چھا گیا ہے خان، دو سال سے یہ روتے پھر رہے ،روتے ہی جا رہے 🙆🤣
Sarcastic	عورت نے تھانے فون کیا میرا خاوند اغواء ہو گیا ہے ایس ایچ او نے جواب دیا بی بی ہمارا اپنا آئی جی اغواء ہو گیا ہے 🙆🏽‍♂️…
Sarcastic	پنکی میری ماں جیسی ہے فیصل پاڈا تو کسے نسی ہوئی دا ہی لگدا ایں😂😂😂
Non-Sarcastic	چلو سب لوگ انہیں فالو کریں اور ریٹویٹ 🔄 کریں تاکہ آپ کو فالو کرنا آسان ہو
Non-Sarcastic	ٹرائی کر لووو 😁
Non-Sarcastic	سرورِ کونینﷺ کا چہرہ منوّر گویا کھلا ہوا قرآن ہے ۔ انس بن مالک رضِیَ اللہُ عنہ ♥
Non-Sarcastic	😂😂😂😂شکر کریں اپ کا نام نھی لکھا
Sarcastic	آنکھ کی گرد ہٹاتے تجھے قائل کرتے میں بہت خرچ ہوا شک تیرے زائل کرتے 🍂 اردو_زبان
Sarcastic	آپ ہی خان صاحب کو اس کا حل بتادیں کامران صاحب کیونکہ اس وقت خان کے قریب آپ جیسے صحافی ہی ہیں خوشامد اور چاپلوسی کرنے کے لئے😀😗😘😃
Sarcastic	محترمہ کس نے کہا ھے نہیں ھو گا آپ یہ بتائیں نواز شریف تقریر کرے گا یا نہیں ووٹ کو عزت دو😂😂😂😂😂😂😂😂😂😂😂😂😂😂
Sarcastic	بندے تو اپ اچھے تھے اب کون سا ہیرا چاٹ لیا اپ نے کامران خان والا تو نہیں؟😜😜🤣🤣
Non-Sarcastic	ہرے دوپٹّے والی ہری عینک والا😂
Non-Sarcastic	او سارہ تانوں اک گل کہی سی اس دا جواب نئیں آیا ؟ یا فیر میں جواب ای سمجھاں کہ جا جواب ای 😂
Non-Sarcastic	`` _معصوم سی آنکھيں ، پيارا سا چہرا، اور اچھا اخلاق😊😊 يہ تو ہوئی ميری بات👍 اور سناٸيں کيسے ہيں آپ؟😝😂
Non-Sarcastic	🍂کسی کو کافر کہنا ؟ 🔹نبی کریم صلی اللہ علیہ وسلم نے فرمایا کہ اگر کوئی شخص کسی شخص کو کافر یا فاسق کہے اور وہ درحقیقت کافر یا ف…
Sarcastic	صفدر سندھ سے بھاگا، اس حساب سے اس میں اور نواز چور میں بھی ایک چیز کامن ہے ۔۔۔ دونوں بھگوڑے 😀😀
Sarcastic	سوچ اچھی ہونی چاہیے کیونکہ نظر کا علاج ممکن ہے لیکن نظریے کا نہیں🙂🙌
